Weekly Relative SST data starts week centered on 9Sept1981

                Nino1+2      Nino3      Nino34     Nino4
 Week             SSTA       SSTA       SSTA       SSTA
 20FEB2002         0.2       -0.4       -0.1        0.4
 27FEB2002         0.2        0.0        0.2        0.4
 06MAR2002         0.3        0.3        0.1        0.1
 13MAR2002         1.2        0.1       -0.2       -0.2
 20MAR2002         1.2        0.0       -0.1        0.2
 27MAR2002         0.9       -0.3       -0.3        0.1
 03APR2002         0.7       -0.1        0.1        0.4
 10APR2002         1.0        0.1        0.2        0.5
 17APR2002         0.4       -0.2        0.0        0.4
 24APR2002         0.1       -0.2        0.1        0.6
 01MAY2002         0.6       -0.1        0.1        0.6
 08MAY2002         0.8       -0.1        0.0        0.5
 15MAY2002         0.7       -0.1        0.0        0.6
 22MAY2002         0.8        0.3        0.3        0.9
 29MAY2002         0.8        0.4        0.3        0.7
 05JUN2002         0.2        0.5        0.8        0.8
 12JUN2002        -0.3        0.6        0.8        0.7
 19JUN2002        -0.3        0.4        0.5        0.4
 26JUN2002         0.1        0.5        0.5        0.4
 03JUL2002        -0.1        0.6        0.5        0.3
 10JUL2002        -0.5        0.4        0.6        0.8
 17JUL2002        -0.1        0.4        0.8        0.7
 24JUL2002         0.2        0.3        0.8        0.6
 31JUL2002         0.4        0.3        0.8        0.7
 07AUG2002         0.2        0.3        0.7        0.7
 14AUG2002        -0.1        0.2        0.7        0.6
 21AUG2002        -0.1        0.5        0.8        0.7
 28AUG2002        -0.2        0.6        0.9        0.8
 04SEP2002         0.0        0.6        0.7        0.7
 11SEP2002         0.6        0.7        0.9        0.7
 18SEP2002         0.5        0.9        1.1        0.9
 25SEP2002         0.5        1.0        1.2        0.6
 02OCT2002         0.2        1.0        1.3        0.3
 09OCT2002         0.7        0.7        1.0        0.5
 16OCT2002         1.1        0.6        0.9        0.6
 23OCT2002         0.8        0.6        1.1        0.9
 30OCT2002         1.1        1.1        1.4        1.0
 06NOV2002         1.0        0.9        1.2        1.0
 13NOV2002         1.0        1.2        1.4        1.2
 20NOV2002         1.6        1.3        1.4        1.0
 27NOV2002         1.5        1.5        1.5        0.8
 04DEC2002         1.1        1.3        1.3        0.8
 11DEC2002         1.6        1.2        1.3        0.8
 18DEC2002         0.9        1.1        1.3        0.8
 25DEC2002         0.2        0.9        1.3        0.8
 01JAN2003         0.8        1.1        1.2        0.7
 08JAN2003         0.3        0.9        1.1        0.6
 15JAN2003        -0.5        0.6        0.9        0.6
 22JAN2003        -0.8        0.4        0.7        0.6
 29JAN2003        -0.6        0.2        0.6        0.6
 05FEB2003         0.1        0.1        0.3        0.4
 12FEB2003        -0.1        0.3        0.6        0.3
 19FEB2003         0.0        0.5        0.8        0.8
 26FEB2003        -0.6        0.3        0.8        0.8
 05MAR2003        -1.0        0.2        0.8        0.9
 12MAR2003        -0.5        0.0        0.6        0.8
 19MAR2003         1.3        0.1        0.5        0.7
 26MAR2003         0.6        0.0        0.2        0.4
 02APR2003        -0.3       -0.5       -0.2        0.2
 09APR2003        -0.8       -0.4       -0.1        0.3
 16APR2003        -1.2       -0.2        0.0        0.2
 23APR2003        -1.3       -0.4       -0.2        0.1
 30APR2003        -1.3       -0.6       -0.3        0.0
 07MAY2003        -1.8       -1.0       -0.6       -0.2
 14MAY2003        -1.9       -1.1       -0.7       -0.3
 21MAY2003        -1.8       -1.1       -0.7        0.0
 28MAY2003        -1.4       -0.8       -0.5        0.3
 04JUN2003        -1.1       -0.9       -0.6        0.0
 11JUN2003        -1.2       -0.7       -0.4        0.1
 18JUN2003        -1.3       -0.4       -0.2        0.0
 25JUN2003        -0.4       -0.3       -0.2        0.2
 02JUL2003        -0.2       -0.4        0.0        0.3
 09JUL2003        -0.5       -0.3        0.0        0.2
 16JUL2003        -0.5       -0.2        0.0        0.1
 23JUL2003        -0.8        0.2        0.0        0.1
 30JUL2003        -0.5        0.4        0.1        0.1
 06AUG2003        -0.3        0.2        0.0        0.1
 13AUG2003         0.0        0.1        0.0        0.2
 20AUG2003         0.6       -0.1       -0.3        0.0
 27AUG2003         0.2       -0.1       -0.1        0.0
 03SEP2003         0.0        0.1        0.2        0.0
 10SEP2003        -0.5       -0.1        0.1        0.1
 17SEP2003        -0.6        0.0       -0.1        0.0
 24SEP2003        -0.3        0.0        0.2        0.2
 01OCT2003        -0.1        0.3        0.3        0.1
 08OCT2003        -0.1        0.5        0.5        0.3
 15OCT2003         0.0        0.1        0.2        0.3
 22OCT2003         0.5        0.3        0.1        0.3
 29OCT2003         0.4        0.2        0.2        0.4
 05NOV2003         0.3        0.2        0.2        0.4
 12NOV2003         0.4        0.1       -0.1        0.6
 19NOV2003         0.7        0.2        0.2        0.5
 26NOV2003         0.6        0.5        0.3        0.2
 03DEC2003         1.1        0.8        0.4        0.3
 10DEC2003         0.8        0.8        0.3        0.3
 17DEC2003         0.6        0.7        0.3        0.3
 24DEC2003         0.2        0.7        0.2        0.2
 31DEC2003         0.1        0.7        0.3        0.4
 07JAN2004         0.4        0.5       -0.1        0.0
 14JAN2004         0.1        0.5        0.2        0.2
 21JAN2004         0.2        0.6        0.2        0.3
 28JAN2004        -0.2        0.2        0.4        0.5
 04FEB2004        -0.2        0.2        0.2        0.4
 11FEB2004        -0.1        0.4        0.3        0.2
 18FEB2004         0.2        0.3        0.0        0.3
 25FEB2004         0.3        0.0       -0.1        0.2
 03MAR2004        -1.0       -0.3       -0.2        0.3
 10MAR2004        -1.1        0.0       -0.3        0.1
 17MAR2004        -1.1        0.2       -0.2        0.0
 24MAR2004        -0.8       -0.2       -0.4        0.2
 31MAR2004         0.0        0.0       -0.2        0.1
 07APR2004        -0.4       -0.1        0.1        0.1
 14APR2004        -0.1        0.1        0.1        0.0
 21APR2004        -0.2       -0.1        0.0        0.2
 28APR2004        -0.3       -0.5        0.0        0.2
 05MAY2004        -0.8       -0.8        0.1        0.3
 12MAY2004        -1.1       -0.7        0.1        0.4
 19MAY2004        -0.8       -0.1        0.5        0.6
 26MAY2004        -0.6        0.0        0.4        0.7
 02JUN2004        -1.0        0.0        0.4        0.3
 09JUN2004        -1.0        0.1        0.5        0.5
 16JUN2004        -0.9        0.0        0.2        0.4
 23JUN2004        -0.5        0.0        0.1        0.1
 30JUN2004        -0.6       -0.2        0.1        0.5
 07JUL2004        -0.7        0.1        0.7        0.8
 14JUL2004        -0.6        0.4        0.7        0.5
 21JUL2004        -0.6        0.3        0.7        0.5
 28JUL2004        -0.7        0.3        0.8        0.6
 04AUG2004        -0.5        0.1        0.7        0.5
 11AUG2004        -0.6        0.1        0.7        0.4
 18AUG2004        -0.7        0.1        0.6        0.4
 25AUG2004        -0.7        0.2        0.7        0.7
 01SEP2004         0.1        0.3        0.8        0.9
 08SEP2004        -0.4        0.3        0.7        0.8
 15SEP2004        -0.7        0.2        0.6        0.7
 22SEP2004        -0.4        0.3        0.7        0.6
 29SEP2004        -0.1        0.3        0.6        0.5
 06OCT2004         0.1        0.3        0.5        0.5
 13OCT2004         0.2        0.3        0.6        0.7
 20OCT2004         0.5        0.6        0.9        1.2
 27OCT2004         0.6        0.8        0.9        0.8
 03NOV2004         1.0        0.7        0.7        0.7
 10NOV2004         1.6        0.7        0.6        0.7
 17NOV2004         0.8        0.5        0.7        0.9
 24NOV2004         0.4        0.4        0.6        0.6
 01DEC2004         0.5        0.4        0.5        0.6
 08DEC2004         0.2        0.7        0.7        0.6
 15DEC2004         0.0        0.6        0.6        0.7
 22DEC2004        -0.5        0.4        0.5        0.9
 29DEC2004         0.2        0.5        0.6        0.9
 05JAN2005        -0.3        0.3        0.5        1.0
 12JAN2005        -0.1        0.3        0.6        0.8
 19JAN2005         0.3        0.1        0.6        1.0
 26JAN2005        -0.5        0.0        0.5        0.9
 02FEB2005        -1.0       -0.3        0.2        0.7
 09FEB2005        -1.2       -0.1        0.3        0.7
 16FEB2005        -0.8       -0.1        0.1        0.6
 23FEB2005        -0.7       -0.8       -0.1        0.4
 02MAR2005        -1.2       -0.7       -0.2        0.4
 09MAR2005        -1.1       -0.5        0.0        0.4
 16MAR2005        -1.3       -0.3        0.2        0.6
 23MAR2005        -2.4       -0.8        0.1        0.4
 30MAR2005        -1.9       -0.5        0.3        0.5
 06APR2005        -1.5       -0.4        0.1        0.4
 13APR2005        -1.1       -0.2        0.0        0.2
 20APR2005        -0.6        0.1        0.1        0.1
 27APR2005         0.0        0.3        0.2        0.2
 04MAY2005         0.4        0.4        0.1        0.0
 11MAY2005         0.1        0.2        0.2        0.2
 18MAY2005        -0.3       -0.1        0.1        0.2
 25MAY2005        -0.5       -0.4        0.0        0.1
 01JUN2005        -0.7       -0.5       -0.1        0.1
 08JUN2005        -0.6        0.1        0.3        0.5
 15JUN2005        -1.1        0.1        0.3        0.3
 22JUN2005        -0.8        0.2        0.1        0.0
 29JUN2005        -0.7        0.3        0.1        0.1
 06JUL2005        -0.8        0.1        0.2        0.4
 13JUL2005        -0.9        0.1        0.0        0.0
 20JUL2005        -0.4        0.1        0.0        0.1
 27JUL2005         0.1       -0.1       -0.1       -0.1
 03AUG2005        -0.5       -0.2       -0.1       -0.1
 10AUG2005        -1.1        0.2        0.0       -0.1
 17AUG2005        -0.7        0.3        0.0        0.0
 24AUG2005        -0.4        0.3        0.0        0.0
 31AUG2005        -0.6        0.0       -0.1        0.1
 07SEP2005        -0.6       -0.2       -0.3       -0.1
 14SEP2005        -0.6       -0.3       -0.2       -0.3
 21SEP2005        -1.0       -0.2        0.0        0.0
 28SEP2005        -0.9       -0.3        0.0        0.1
 05OCT2005        -1.4       -0.5        0.0        0.2
 12OCT2005        -1.2       -0.2        0.0        0.1
 19OCT2005        -1.0       -0.1        0.0        0.0
 26OCT2005        -0.9       -0.4       -0.3        0.0
 02NOV2005        -1.7       -0.8       -0.3       -0.1
 09NOV2005        -1.5       -1.0       -0.5        0.0
 16NOV2005        -0.8       -0.8       -0.4       -0.1
 23NOV2005        -1.2       -1.3       -0.5        0.1
 30NOV2005        -1.1       -1.4       -0.8        0.1
 07DEC2005        -1.1       -1.5       -0.8        0.1
 14DEC2005        -0.8       -1.5       -0.8       -0.1
 21DEC2005         0.1       -1.2       -0.9       -0.3
 28DEC2005        -0.3       -1.1       -1.0       -0.5
 04JAN2006         0.1       -0.8       -0.9       -0.4
 11JAN2006        -0.2       -0.9       -0.8       -0.4
 18JAN2006        -0.1       -0.9       -1.1       -0.5
 25JAN2006         0.1       -0.6       -0.8       -0.6
 01FEB2006         0.1       -0.5       -0.9       -0.9
 08FEB2006         0.1       -0.5       -0.9       -1.1
 15FEB2006         1.4       -0.2       -0.9       -0.9
 22FEB2006         1.2       -0.1       -0.5       -0.7
 01MAR2006         0.7       -0.4       -0.8       -0.7
 08MAR2006         0.1       -0.5       -0.9       -0.7
 15MAR2006        -0.2       -0.6       -0.7       -0.4
 22MAR2006        -0.7       -0.8       -0.7       -0.3
 29MAR2006        -0.6       -0.6       -0.5       -0.3
 05APR2006        -1.2       -0.2       -0.1       -0.3
 12APR2006        -2.1        0.0       -0.1       -0.3
 19APR2006        -1.6       -0.4       -0.4       -0.5
 26APR2006        -1.2       -0.1       -0.1       -0.3
 03MAY2006        -0.4       -0.2       -0.2       -0.5
 10MAY2006        -0.2       -0.2       -0.3       -0.2
 17MAY2006        -1.0        0.0        0.1        0.0
 24MAY2006        -0.5       -0.1        0.0       -0.1
 31MAY2006         0.1       -0.1        0.0        0.2
 07JUN2006        -0.9        0.0        0.2        0.2
 14JUN2006        -0.1        0.1        0.1        0.3
 21JUN2006        -0.3       -0.1        0.0        0.3
 28JUN2006        -0.2       -0.1       -0.2       -0.1
 05JUL2006         0.0        0.1       -0.1        0.0
 12JUL2006        -0.1        0.0        0.0        0.3
 19JUL2006         0.4        0.0        0.1        0.3
 26JUL2006         0.5        0.1        0.2        0.4
 02AUG2006         0.7        0.2        0.2        0.4
 09AUG2006         0.7        0.2        0.2        0.3
 16AUG2006         0.9        0.4        0.3        0.5
 23AUG2006         0.7        0.5        0.4        0.6
 30AUG2006         0.6        0.6        0.4        0.5
 06SEP2006         1.3        0.7        0.4        0.6
 13SEP2006         1.0        0.7        0.4        0.6
 20SEP2006         1.0        0.9        0.6        0.7
 27SEP2006         1.2        0.8        0.4        0.5
 04OCT2006         1.2        0.3        0.3        0.4
 11OCT2006         1.2        0.9        0.7        0.8
 18OCT2006         1.8        1.0        0.6        0.5
 25OCT2006         2.1        1.0        0.8        0.7
 01NOV2006         1.5        0.8        0.7        0.7
 08NOV2006         1.0        0.7        0.7        0.7
 15NOV2006         0.9        0.9        0.9        0.9
 22NOV2006         1.2        0.8        0.8        0.9
 29NOV2006         1.4        0.8        0.8        0.9
 06DEC2006         0.6        0.8        1.0        0.9
 13DEC2006         0.9        1.1        1.0        0.8
 20DEC2006         1.9        1.2        1.0        0.8
 27DEC2006         1.0        1.2        1.0        0.9
 03JAN2007         0.7        1.1        0.9        0.9
 10JAN2007         0.7        1.1        0.9        0.7
 17JAN2007         0.5        0.9        0.7        0.6
 24JAN2007         0.2        0.8        0.5        0.5
 31JAN2007         0.1        0.6        0.4        0.5
 07FEB2007         0.1        0.6        0.2        0.4
 14FEB2007         0.0       -0.3       -0.2        0.5
 21FEB2007         0.2       -0.4       -0.4        0.4
 28FEB2007        -0.3       -0.9       -0.3        0.6
 07MAR2007        -0.3       -0.5       -0.1        0.7
 14MAR2007        -0.2        0.0       -0.1        0.3
 21MAR2007        -0.7       -0.8       -0.1        0.4
 28MAR2007        -0.6       -1.1       -0.2        0.5
 04APR2007        -0.9       -0.7       -0.1        0.5
 11APR2007        -0.7        0.0        0.2        0.3
 18APR2007        -0.8       -0.2        0.0        0.1
 25APR2007        -0.9       -0.4       -0.3       -0.1
 02MAY2007        -0.9       -0.9       -0.6       -0.2
 09MAY2007        -0.9       -1.0       -0.6       -0.2
 16MAY2007        -0.8       -0.9       -0.6       -0.1
 23MAY2007        -1.3       -0.8       -0.3        0.0
 30MAY2007        -1.9       -0.8       -0.2        0.1
 06JUN2007        -2.0       -0.8       -0.3       -0.1
 13JUN2007        -0.7       -0.4       -0.1       -0.2
 20JUN2007        -0.4       -0.4       -0.2       -0.3
 27JUN2007        -0.8       -0.6       -0.3       -0.4
 04JUL2007        -0.4       -0.6       -0.6       -0.7
 11JUL2007        -0.9       -0.7       -0.5       -0.4
 18JUL2007        -0.9       -0.5       -0.2        0.1
 25JUL2007        -0.6       -0.7       -0.3       -0.1
 01AUG2007        -1.1       -1.2       -0.5       -0.2
 08AUG2007        -1.0       -1.1       -0.5       -0.1
 15AUG2007        -0.8       -0.9       -0.5        0.1
 22AUG2007        -0.8       -1.0       -0.6       -0.1
 29AUG2007        -1.1       -1.2       -0.7       -0.2
 05SEP2007        -0.3       -0.9       -0.8       -0.3
 12SEP2007        -1.2       -0.9       -0.8       -0.6
 19SEP2007        -1.3       -1.0       -0.8       -0.6
 26SEP2007        -1.2       -1.4       -1.1       -0.6
 03OCT2007        -1.3       -1.7       -1.3       -0.6
 10OCT2007        -1.6       -1.3       -1.3       -0.6
 17OCT2007        -1.6       -1.1       -1.1       -0.4
 24OCT2007        -1.5       -1.0       -1.0       -0.6
 31OCT2007        -1.6       -1.4       -1.1       -0.6
 07NOV2007        -1.8       -1.7       -1.4       -0.8
 14NOV2007        -1.9       -1.5       -1.3       -1.0
 21NOV2007        -1.5       -1.4       -1.3       -1.0
 28NOV2007        -1.2       -1.2       -1.2       -1.2
 05DEC2007        -1.6       -1.2       -1.1       -0.9
 12DEC2007        -1.9       -1.5       -1.2       -0.7
 19DEC2007        -1.8       -1.3       -1.0       -0.4
 26DEC2007        -1.1       -1.2       -0.9       -0.7
 02JAN2008        -0.6       -1.2       -1.4       -1.4
 09JAN2008        -0.1       -1.4       -1.7       -1.7
 16JAN2008         0.3       -1.2       -1.7       -1.6
 23JAN2008         0.1       -1.2       -1.4       -1.3
 30JAN2008         0.2       -1.0       -1.2       -1.3
 06FEB2008         0.5       -0.9       -1.4       -1.6
 13FEB2008         0.2       -1.4       -1.8       -1.5
 20FEB2008         0.8       -1.2       -1.5       -1.4
 27FEB2008         1.3       -0.7       -1.3       -1.3
 05MAR2008         0.7       -0.2       -0.9       -1.3
 12MAR2008         0.9       -0.2       -0.8       -1.3
 19MAR2008         1.3       -0.4       -1.0       -0.9
 26MAR2008         1.0       -0.5       -1.0       -0.8
 02APR2008         1.2       -0.3       -0.9       -0.9
 09APR2008         0.9        0.0       -0.9       -1.0
 16APR2008         0.2        0.0       -0.8       -0.9
 23APR2008         0.2       -0.1       -0.7       -0.9
 30APR2008        -0.3        0.2       -0.5       -0.8
 07MAY2008        -0.5       -0.4       -0.8       -0.9
 14MAY2008         0.0       -0.2       -0.8       -1.0
 21MAY2008         0.8        0.5       -0.6       -1.0
 28MAY2008         1.2        0.5       -0.6       -1.1
 04JUN2008         1.2        0.2       -0.6       -0.9
 11JUN2008         0.6        0.1       -0.6       -1.0
 18JUN2008         0.4       -0.1       -0.6       -0.8
 25JUN2008         0.5        0.1       -0.4       -0.8
 02JUL2008         0.7        0.4       -0.2       -0.9
 09JUL2008         1.1        0.3       -0.2       -0.7
 16JUL2008         1.2        0.3       -0.2       -0.6
 23JUL2008         1.0        0.4       -0.3       -0.7
 30JUL2008         0.9        0.5       -0.1       -0.6
 06AUG2008         1.1        0.7        0.0       -0.7
 13AUG2008         1.5        0.9        0.0       -0.9
 20AUG2008         1.2        0.5       -0.2       -0.7
 27AUG2008         1.2        0.3       -0.2       -0.7
 03SEP2008         1.5        0.5       -0.2       -0.7
 10SEP2008         0.8        0.5       -0.2       -0.7
 17SEP2008         1.2        0.3       -0.3       -0.7
 24SEP2008         1.2        0.1       -0.6       -0.8
 01OCT2008         0.8        0.0       -0.6       -0.7
 08OCT2008         0.7        0.5       -0.3       -0.7
 15OCT2008         0.2        0.3       -0.3       -0.6
 22OCT2008         0.6        0.0       -0.3       -0.5
 29OCT2008        -0.3        0.0       -0.1       -0.4
 05NOV2008         0.2        0.1       -0.2       -0.5
 12NOV2008         0.0        0.1       -0.3       -0.6
 19NOV2008         0.3        0.1       -0.4       -0.6
 26NOV2008        -0.4       -0.4       -0.6       -0.7
 03DEC2008        -0.5       -0.4       -0.7       -0.9
 10DEC2008        -0.2       -0.7       -0.8       -0.7
 17DEC2008        -0.1       -0.7       -0.9       -1.0
 24DEC2008        -0.3       -0.8       -1.0       -1.0
 31DEC2008        -0.4       -0.7       -1.1       -1.1
 07JAN2009        -0.4       -0.6       -1.1       -1.1
 14JAN2009        -0.3       -0.4       -0.9       -1.0
 21JAN2009         0.3        0.1       -0.6       -0.9
 28JAN2009        -0.2       -0.1       -0.7       -0.9
 04FEB2009        -0.3       -0.6       -0.8       -0.9
 11FEB2009        -0.4       -0.6       -0.7       -0.9
 18FEB2009        -0.2       -0.2       -0.4       -0.8
 25FEB2009         0.0       -0.2       -0.5       -0.5
 04MAR2009        -0.6       -1.0       -0.8       -0.6
 11MAR2009        -1.1       -1.2       -0.8       -0.7
 18MAR2009        -1.0       -0.9       -0.9       -0.8
 25MAR2009         0.1       -0.4       -0.7       -0.5
 01APR2009         0.6        0.0       -0.4       -0.4
 08APR2009         0.0        0.0       -0.1       -0.2
 15APR2009         0.1        0.1        0.0       -0.3
 22APR2009        -0.1       -0.1       -0.1       -0.3
 29APR2009         0.3        0.1       -0.1       -0.1
 06MAY2009         0.7        0.3       -0.2       -0.5
 13MAY2009         0.4        0.3        0.1       -0.2
 20MAY2009         0.5        0.3        0.3        0.3
 27MAY2009         0.0        0.2        0.2        0.2
 03JUN2009        -0.2        0.1       -0.1       -0.4
 10JUN2009         0.7        0.3        0.0       -0.4
 17JUN2009         0.8        0.6        0.4        0.0
 24JUN2009         0.5        0.7        0.4       -0.1
 01JUL2009         0.4        0.5        0.3       -0.1
 08JUL2009         0.8        0.6        0.4        0.0
 15JUL2009         1.0        0.6        0.2        0.0
 22JUL2009         0.6        0.6        0.3        0.0
 29JUL2009         0.7        0.5        0.3        0.0
 05AUG2009         0.5        0.5        0.4        0.1
 12AUG2009         0.5        0.6        0.4        0.2
 19AUG2009         0.8        0.6        0.4        0.3
 26AUG2009         0.3        0.5        0.4        0.3
 02SEP2009         0.8        0.6        0.4        0.2
 09SEP2009         0.7        0.8        0.6        0.1
 16SEP2009         0.4        0.7        0.6        0.2
 23SEP2009         0.2        0.6        0.6        0.1
 30SEP2009         0.0        0.5        0.4        0.2
 07OCT2009        -0.3        0.5        0.5        0.5
 14OCT2009        -0.1        0.5        0.5        0.6
 21OCT2009         0.0        0.6        0.8        0.8
 28OCT2009         0.4        0.8        1.2        1.1
 04NOV2009         0.0        1.0        1.4        1.1
 11NOV2009         0.1        0.7        1.2        1.0
 18NOV2009        -0.1        0.8        1.4        1.2
 25NOV2009        -0.3        1.0        1.4        1.2
 02DEC2009         0.3        1.1        1.4        1.0
 09DEC2009         0.4        1.1        1.4        0.9
 16DEC2009         0.2        1.0        1.3        0.9
 23DEC2009         0.3        1.4        1.7        1.1
 30DEC2009         0.1        1.3        1.7        1.1
 06JAN2010        -0.3        1.1        1.7        1.2
 13JAN2010        -0.3        1.1        1.6        1.2
 20JAN2010        -0.5        0.8        1.4        1.0
 27JAN2010        -0.6        0.6        1.1        0.9
 03FEB2010        -1.1        0.3        1.0        0.8
 10FEB2010        -1.0        0.5        1.1        0.8
 17FEB2010        -0.3        0.5        1.0        0.7
 24FEB2010        -0.1        0.6        1.0        0.7
 03MAR2010        -0.4        0.6        1.0        0.8
 10MAR2010        -0.9        0.4        1.2        0.7
 17MAR2010        -0.5        0.5        1.0        0.7
 24MAR2010         0.1        0.3        0.7        0.5
 31MAR2010         0.0        0.5        0.6        0.4
 07APR2010         0.1        0.3        0.5        0.5
 14APR2010         0.3        0.4        0.4        0.3
 21APR2010         0.2        0.1        0.2        0.3
 28APR2010        -0.1        0.0        0.1        0.3
 05MAY2010         0.3       -0.1       -0.4        0.0
 12MAY2010         0.1       -0.6       -0.7       -0.2
 19MAY2010        -0.2       -0.7       -0.7        0.0
 26MAY2010        -0.5       -0.8       -0.6       -0.2
 02JUN2010         0.1       -0.8       -0.7       -0.5
 09JUN2010        -0.1       -0.8       -0.9       -0.6
 16JUN2010         0.3       -0.9       -1.0       -0.7
 23JUN2010        -0.2       -1.0       -0.9       -0.6
 30JUN2010        -1.1       -0.9       -0.9       -0.7
 07JUL2010        -1.2       -1.0       -1.0       -0.9
 14JUL2010        -1.6       -0.9       -0.9       -0.6
 21JUL2010        -1.2       -1.1       -1.2       -1.0
 28JUL2010        -1.1       -1.5       -1.5       -1.1
 04AUG2010        -0.6       -1.4       -1.3       -0.9
 11AUG2010        -0.8       -1.0       -1.2       -0.9
 18AUG2010        -0.9       -1.0       -1.2       -1.3
 25AUG2010        -1.0       -0.9       -1.3       -1.6
 01SEP2010        -1.6       -1.2       -1.2       -1.5
 08SEP2010        -1.3       -1.1       -1.3       -1.5
 15SEP2010        -1.1       -1.0       -1.2       -1.6
 22SEP2010        -1.3       -0.5       -1.2       -1.6
 29SEP2010        -1.3       -1.1       -1.6       -1.4
 06OCT2010        -1.5       -1.6       -1.8       -1.5
 13OCT2010        -1.6       -1.8       -1.6       -1.4
 20OCT2010        -1.5       -1.4       -1.3       -1.5
 27OCT2010        -1.1       -0.9       -1.3       -1.6
 03NOV2010        -1.3       -1.3       -1.4       -1.8
 10NOV2010        -1.4       -1.2       -1.2       -1.4
 17NOV2010        -1.1       -1.0       -1.5       -1.5
 24NOV2010        -0.8       -1.4       -1.6       -1.5
 01DEC2010        -1.2       -1.4       -1.2       -1.2
 08DEC2010        -1.3       -1.1       -1.1       -1.1
 15DEC2010        -1.8       -1.3       -1.2       -1.2
 22DEC2010        -0.9       -1.5       -1.3       -1.3
 29DEC2010        -0.1       -1.2       -1.3       -1.3
 05JAN2011        -0.4       -0.9       -1.2       -1.3
 12JAN2011        -0.6       -1.3       -1.6       -1.3
 19JAN2011        -0.4       -1.3       -1.5       -1.0
 26JAN2011        -0.4       -1.2       -1.4       -0.9
 02FEB2011        -0.4       -0.9       -1.1       -1.4
 09FEB2011         0.3       -0.6       -0.9       -1.3
 16FEB2011         1.0       -0.7       -1.3       -0.8
 23FEB2011         0.3       -0.8       -1.5       -1.0
 02MAR2011        -0.7       -1.0       -1.4       -1.0
 09MAR2011        -0.3       -1.0       -0.8       -0.4
 16MAR2011         0.2       -0.8       -0.6       -0.3
 23MAR2011        -0.3       -0.8       -0.9       -0.3
 30MAR2011        -0.7       -0.5       -0.7       -0.3
 06APR2011        -0.5       -0.1       -0.4       -0.4
 13APR2011        -0.2       -0.2       -0.6       -0.8
 20APR2011         0.1       -0.1       -0.7       -1.0
 27APR2011         0.5       -0.2       -0.8       -0.8
 04MAY2011         0.4       -0.4       -0.8       -0.4
 11MAY2011         0.5       -0.2       -0.3       -0.2
 18MAY2011         0.4        0.0        0.0       -0.1
 25MAY2011         0.2       -0.1       -0.3       -0.5
 01JUN2011         0.3        0.0       -0.3       -0.4
 08JUN2011         0.5        0.1       -0.3       -0.5
 15JUN2011         0.5        0.0       -0.4       -0.7
 22JUN2011         0.8        0.3       -0.1       -0.5
 29JUN2011         0.3        0.2        0.2        0.0
 06JUL2011         0.0        0.2        0.0       -0.2
 13JUL2011         0.3        0.3        0.0       -0.3
 20JUL2011         0.9        0.1       -0.2       -0.4
 27JUL2011         0.5        0.0       -0.1       -0.3
 03AUG2011         0.5       -0.2       -0.2       -0.2
 10AUG2011         0.3       -0.4       -0.3       -0.1
 17AUG2011        -0.1       -0.2       -0.4       -0.2
 24AUG2011        -0.3       -0.3       -0.4        0.0
 31AUG2011         0.2       -0.2       -0.4       -0.1
 07SEP2011        -0.3       -0.3       -0.5       -0.3
 14SEP2011        -0.6       -0.4       -0.6       -0.4
 21SEP2011        -0.5       -0.4       -0.4       -0.5
 28SEP2011        -0.7       -0.5       -0.4       -0.5
 05OCT2011        -0.5       -0.6       -0.7       -0.8
 12OCT2011        -1.1       -0.6       -0.5       -0.7
 19OCT2011        -1.3       -0.6       -0.3       -0.3
 26OCT2011        -0.1       -0.7       -0.9       -0.7
 02NOV2011        -0.7       -0.8       -0.9       -0.7
 09NOV2011        -0.8       -1.0       -0.9       -0.7
 16NOV2011        -0.7       -1.1       -0.8       -0.7
 23NOV2011        -0.1       -1.0       -1.1       -0.8
 30NOV2011        -0.5       -0.9       -0.9       -0.9
 07DEC2011        -0.5       -0.9       -0.9       -1.0
 14DEC2011        -0.7       -0.9       -0.9       -1.0
 21DEC2011        -0.2       -0.7       -0.9       -1.2
 28DEC2011        -0.3       -0.8       -0.9       -1.0
 04JAN2012        -0.5       -0.6       -0.6       -0.9
 11JAN2012        -0.7        0.0       -0.3       -1.0
 18JAN2012        -0.8       -0.2       -0.5       -0.9
 25JAN2012        -0.4       -0.4       -0.7       -1.0
 01FEB2012        -0.9       -0.8       -0.8       -0.9
 08FEB2012        -0.3       -0.6       -0.8       -0.6
 15FEB2012         0.2       -0.1       -0.4       -0.6
 22FEB2012         0.5        0.2       -0.4       -0.7
 29FEB2012         0.3        0.4       -0.2       -0.6
 07MAR2012         0.1        0.0       -0.4       -0.7
 14MAR2012        -0.3       -0.4       -0.4       -0.6
 21MAR2012         0.4        0.0       -0.4       -0.5
 28MAR2012         0.5        0.4       -0.3       -0.7
 04APR2012         0.4        0.3       -0.4       -0.7
 11APR2012         1.0        0.2       -0.6       -0.6
 18APR2012         1.3       -0.1       -0.6       -0.6
 25APR2012         1.1       -0.2       -0.4       -0.5
 02MAY2012         0.9       -0.1       -0.3       -0.6
 09MAY2012         1.1        0.0       -0.3       -0.7
 16MAY2012         0.8       -0.2       -0.5       -0.7
 23MAY2012         1.0        0.1       -0.2       -0.4
 30MAY2012         1.1        0.2       -0.1       -0.2
